dataset_name,image_name,I1,I2,I3,I4,I5,I6
culane,culane_driver_37_30frame_05190839_0379.MP4_00000.jpg,0.348,1,0.61,0.442,0.17,2
culane,culane_driver_37_30frame_05190839_0379.MP4_00600.jpg,0.614,1,0.216,0.619,0.003,2
culane,culane_driver_37_30frame_05190839_0379.MP4_01200.jpg,,,,,NA,
culane,culane_driver_37_30frame_05190839_0379.MP4_01500.jpg,0.515,1,0.451,0.434,0.003,3
culane,culane_driver_37_30frame_05190839_0379.MP4_01800.jpg,,,,,NA,
culane,culane_driver_37_30frame_05190839_0379.MP4_02100.jpg,0.696,0.861,0.676,0.506,0.066,3
culane,culane_driver_37_30frame_05190839_0379.MP4_03000.jpg,0.583,0.779,0.474,0.545,0.004,4
culane,culane_driver_37_30frame_05190839_0379.MP4_04500.jpg,0.683,0.615,0.385,0.448,0.004,4
culane,culane_driver_37_30frame_05190839_0379.MP4_04800.jpg,0.637,0.992,0.502,0.476,0.004,4
culane,culane_driver_37_30frame_05190839_0379.MP4_05100.jpg,0.476,1,0.581,0.529,0.005,4
culane,culane_driver_37_30frame_05190927_0395.MP4_00900.jpg,,,,,NA,
culane,culane_driver_37_30frame_05190927_0395.MP4_01200.jpg,0.509,1,0.54,0.515,0.004,3
culane,culane_driver_37_30frame_05190927_0395.MP4_01500.jpg,0.741,1,0.462,0.462,0.004,3
culane,culane_driver_37_30frame_05190927_0395.MP4_02400.jpg,0.785,0.797,0.542,0.5,0.004,3
culane,culane_driver_37_30frame_05190927_0395.MP4_03000.jpg,,,,,NA,
culane,culane_driver_37_30frame_05190927_0395.MP4_04500.jpg,0.435,1,0.315,0.499,0.003,4
culane,culane_driver_37_30frame_05190927_0395.MP4_05100.jpg,0.561,0.932,0.325,0.556,0.003,4
culane,culane_driver_37_30frame_05191020_0411.MP4_00300.jpg,0.768,1,0.534,0.405,0.154,2
culane,culane_driver_37_30frame_05191020_0411.MP4_00900.jpg,0.62,0.925,0.558,0.592,0.003,3
culane,culane_driver_37_30frame_05191020_0411.MP4_01800.jpg,0.618,0.946,0.507,0.551,0.004,4
culane,culane_driver_37_30frame_05191020_0411.MP4_02100.jpg,0.639,0.858,0.526,0.479,0.004,4
culane,culane_driver_37_30frame_05191020_0411.MP4_02400.jpg,0.681,0.82,0.485,0.459,0.004,4
culane,culane_driver_37_30frame_05191020_0411.MP4_03300.jpg,0.628,0.868,0.528,0.462,0.004,4
culane,culane_driver_37_30frame_05191020_0411.MP4_03600.jpg,0.615,0.897,0.534,0.509,0.004,4
culane,culane_driver_37_30frame_05191020_0411.MP4_04200.jpg,0.403,0.869,0.581,0.505,0.004,3
culane,culane_driver_37_30frame_05191020_0411.MP4_04500.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191020_0411.MP4_04800.jpg,0.558,1,0.313,0.586,0.003,3
culane,culane_driver_37_30frame_05191020_0411.MP4_05100.jpg,0.487,0.971,0.37,0.56,0.003,3
culane,culane_driver_37_30frame_05191310_0427.MP4_00300.jpg,0.328,0.772,0.333,0.594,0.015,4
culane,culane_driver_37_30frame_05191310_0427.MP4_01500.jpg,0.75,0.601,0.664,0.623,0.004,3
culane,culane_driver_37_30frame_05191310_0427.MP4_01800.jpg,0.612,0.664,0.427,0.502,0.003,4
culane,culane_driver_37_30frame_05191310_0427.MP4_02100.jpg,0.538,0.627,0.329,0.538,0.005,4
culane,culane_driver_37_30frame_05191310_0427.MP4_02400.jpg,0.561,0.635,0.366,0.535,0.005,4
culane,culane_driver_37_30frame_05191310_0427.MP4_02700.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191310_0427.MP4_03600.jpg,0.913,0.596,0.609,0.564,0.083,3
culane,culane_driver_37_30frame_05191310_0427.MP4_03900.jpg,0.673,0.615,0.564,0.564,0.007,4
culane,culane_driver_37_30frame_05191310_0427.MP4_04200.jpg,0.529,0.666,0.432,0.514,0.003,3
culane,culane_driver_37_30frame_05191310_0427.MP4_04500.jpg,0.621,1,0.649,0.381,0.187,3
culane,culane_driver_37_30frame_05191310_0427.MP4_05100.jpg,0.985,0.871,0.702,0.48,0.366,2
culane,culane_driver_37_30frame_05191358_0443.MP4_00000.jpg,0.642,0.558,0.423,0.577,0.08,2
culane,culane_driver_37_30frame_05191358_0443.MP4_00600.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191358_0443.MP4_00900.jpg,0.638,0.759,0.337,0.533,0.003,3
culane,culane_driver_37_30frame_05191358_0443.MP4_01200.jpg,0.557,0.868,0.674,0.569,0.008,4
culane,culane_driver_37_30frame_05191358_0443.MP4_01500.jpg,0.471,0.749,0.5,0.546,0.194,2
culane,culane_driver_37_30frame_05191358_0443.MP4_01800.jpg,0.474,0.729,0.401,0.594,0.194,2
culane,culane_driver_37_30frame_05191358_0443.MP4_02100.jpg,0.474,0.724,0.45,0.571,0.194,2
culane,culane_driver_37_30frame_05191358_0443.MP4_02700.jpg,0.511,0.779,0.474,0.561,0.194,2
culane,culane_driver_37_30frame_05191358_0443.MP4_03000.jpg,0.531,0.71,0.463,0.602,0.004,3
culane,culane_driver_37_30frame_05191358_0443.MP4_03600.jpg,0.756,0.648,0.602,0.514,0.007,3
culane,culane_driver_37_30frame_05191358_0443.MP4_03900.jpg,0.507,0.694,0.612,0.546,0.013,3
culane,culane_driver_37_30frame_05191358_0443.MP4_04200.jpg,0.54,1,0.507,0.573,0.003,3
culane,culane_driver_37_30frame_05191358_0443.MP4_04500.jpg,0.512,0.864,0.534,0.603,0.233,2
culane,culane_driver_37_30frame_05191358_0443.MP4_05100.jpg,0.798,0.677,0.416,0.611,0.01,4
culane,culane_driver_37_30frame_05191447_0459.MP4_00000.jpg,0.676,0.962,0.464,0.543,0.067,3
culane,culane_driver_37_30frame_05191447_0459.MP4_00300.jpg,0.506,0.91,0.504,0.484,0.004,4
culane,culane_driver_37_30frame_05191535_0475.MP4_00005.jpg,0.536,0.734,0.496,0.591,0.301,2
culane,culane_driver_37_30frame_05191535_0475.MP4_00905.jpg,0.445,0.635,0.288,0.555,0.003,3
culane,culane_driver_37_30frame_05191535_0475.MP4_01205.jpg,0.564,0.567,0.231,0.523,0.003,3
culane,culane_driver_37_30frame_05191535_0475.MP4_01505.jpg,0.424,0.821,0.408,0.67,0.004,3
culane,culane_driver_37_30frame_05191535_0475.MP4_01805.jpg,0.568,0.7,0.344,0.543,0.018,3
culane,culane_driver_37_30frame_05191535_0475.MP4_02105.jpg,0.603,0.501,0.211,0.579,0.01,4
culane,culane_driver_37_30frame_05191535_0475.MP4_02405.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191535_0475.MP4_02705.jpg,0.494,0.736,0.611,0.533,0.07,3
culane,culane_driver_37_30frame_05191535_0475.MP4_03605.jpg,0.428,0.67,0.29,0.652,0.003,4
culane,culane_driver_37_30frame_05191535_0475.MP4_03905.jpg,0.43,0.675,0.348,0.606,0.003,4
culane,culane_driver_37_30frame_05191535_0475.MP4_04805.jpg,0.497,0.575,0.443,0.613,0.05,3
culane,culane_driver_37_30frame_05191535_0475.MP4_05105.jpg,0.425,0.606,0.353,0.645,0.004,4
culane,culane_driver_37_30frame_05191626_0491.MP4_00605.jpg,0.487,0.603,0.678,0.677,0.02,3
culane,culane_driver_37_30frame_05191626_0491.MP4_00905.jpg,0.578,0.481,0.416,0.643,0.009,4
culane,culane_driver_37_30frame_05191626_0491.MP4_01805.jpg,0.516,0.904,0.682,0.6,0.008,3
culane,culane_driver_37_30frame_05191626_0491.MP4_03005.jpg,0.81,0.679,0.563,0.554,0.167,3
culane,culane_driver_37_30frame_05191626_0491.MP4_03305.jpg,0.641,0.505,0.454,0.517,0.095,3
culane,culane_driver_37_30frame_05191626_0491.MP4_03905.jpg,0.667,0.613,0.48,0.446,0.01,4
culane,culane_driver_37_30frame_05191626_0491.MP4_04205.jpg,0.434,0.814,0.577,0.593,0.008,4
culane,culane_driver_37_30frame_05191626_0491.MP4_04505.jpg,0.684,0.853,0.537,0.485,0.112,3
culane,culane_driver_37_30frame_05191626_0491.MP4_04805.jpg,0.511,0.753,0.569,0.587,0.014,4
culane,culane_driver_37_30frame_05191626_0491.MP4_05105.jpg,0.631,0.687,0.513,0.491,0.012,4
culane,culane_driver_37_30frame_05191714_0507.MP4_00005.jpg,0.698,0.515,0.309,0.541,0.07,2
culane,culane_driver_37_30frame_05191714_0507.MP4_00905.jpg,0.593,1,0.356,0.562,0.002,2
culane,culane_driver_37_30frame_05191714_0507.MP4_01505.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191714_0507.MP4_01805.jpg,0.379,0.549,0.609,0.679,0.003,3
culane,culane_driver_37_30frame_05191714_0507.MP4_02405.jpg,0.585,0.638,0.542,0.596,0.004,4
culane,culane_driver_37_30frame_05191714_0507.MP4_03005.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191714_0507.MP4_03305.jpg,,,,,NA,
culane,culane_driver_37_30frame_05191714_0507.MP4_03905.jpg,0.915,0.588,0.512,0.566,0.003,3
culane,culane_driver_37_30frame_05191714_0507.MP4_04205.jpg,0.685,0.559,0.526,0.588,0.003,3
culane,culane_driver_37_30frame_05191714_0507.MP4_04805.jpg,0.642,0.799,0.402,0.49,0.004,3
curvelanes,curvelanes_valid_001dfca11b5687ede1277aa8c8bdb978.jpg,0.27,1,0.548,0.674,0.044,5
curvelanes,curvelanes_valid_00761b12976e88cd564d3cab812fb3e6.jpg,0.159,0.229,0.659,0.624,0.063,5
curvelanes,curvelanes_valid_00bf4dc4c2ccbff61f9b60d218431bd0.jpg,0.581,0.798,0.794,0.57,0.05,4
curvelanes,curvelanes_valid_00e9c050d336af0d49f8b6e1adda2fe7.jpg,0.106,0.223,0.659,0.755,0.042,3
curvelanes,curvelanes_valid_00ef13002c7ee7e9a1fe15a3d8ba0df9.jpg,0.465,0.623,0.703,0.638,0.046,4
curvelanes,curvelanes_valid_0100beae43e562912c46df15c7e76a9b.jpg,0.682,0.438,0.632,0.553,0.012,5
curvelanes,curvelanes_valid_01228afa2bfc613c9dd2898e617b9b02.jpg,0.833,0.439,0.638,0.667,0.022,7
curvelanes,curvelanes_valid_01a6beee8497408a5338c6b5c89048b9.jpg,0.478,0.412,0.511,0.702,0.006,3
curvelanes,curvelanes_valid_01df11df6f42f8c1350dfbeb3a262284.jpg,0.449,0.678,0.659,0.601,0.045,5
curvelanes,curvelanes_valid_01e5f4c31e482fea78fa9ad74aaca213.jpg,0.296,0.407,0.785,0.624,0.05,3
curvelanes,curvelanes_valid_0226a31b40599265381ab44a24093587.jpg,0.57,0.526,0.597,0.61,0.02,7
curvelanes,curvelanes_valid_025719ffa03770d964ea2af784972532.jpg,0.42,0.995,0.726,0.536,0.02,4
curvelanes,curvelanes_valid_0259088fa0e5c25f7a7c0908dd0aa322.jpg,0.611,0.86,0.758,0.572,0.026,5
curvelanes,curvelanes_valid_02683d04b4c912829a78a9ae0a3bfec0.jpg,0.64,0.979,0.431,0.556,0.18,4
curvelanes,curvelanes_valid_0268aa20a7cb63085ca8c4f9918fe2dd.jpg,0.263,1,0.727,0.511,0.018,4
curvelanes,curvelanes_valid_026c87a0f5c44515be7d78dac1af87b9.jpg,0.965,0.391,0.771,0.591,0.015,6
curvelanes,curvelanes_valid_026f5245842e29f1e74b30b56ebd3d5e.jpg,0.598,1,0.632,0.617,0.03,6
curvelanes,curvelanes_valid_02795812bf488fc692c94984f13d1b5a.jpg,0.676,0.681,0.642,0.651,0.03,5
curvelanes,curvelanes_valid_027bc50a925715793f8c0e075b4112e9.jpg,0.295,0.307,0.843,0.706,0.036,3
curvelanes,curvelanes_valid_028246b85971fcf9c442a897a5030bee.jpg,0.533,0.205,0.793,0.693,0.018,6
curvelanes,curvelanes_valid_0295e797b194c79f504873c8ba019bbd.jpg,0.581,0.487,0.696,0.564,0.014,6
curvelanes,curvelanes_valid_030c7dabc19c92f394030461696d27d2.jpg,0.483,0.496,0.777,0.593,0.024,5
curvelanes,curvelanes_valid_031d843107e4fdbd0dc86171bfe1f94d.jpg,0.355,0.266,0.755,0.585,0.016,3
curvelanes,curvelanes_valid_036e3b11a377edef6b9b66543a5eff59.jpg,0.432,1,0.688,0.653,0.028,5
curvelanes,curvelanes_valid_0372ccc7ee7c5ced455fa7341421f068.jpg,0.756,0.989,0.704,0.615,0.05,4
curvelanes,curvelanes_valid_03e9b7d8c0accbefaf250ca699500b6e.jpg,0.641,0.8,0.831,0.441,0.032,5
curvelanes,curvelanes_valid_03f5a05de7746a92daae2938d4f16697.jpg,0.883,0.389,0.775,0.704,0.041,7
curvelanes,curvelanes_valid_03f87c9b70d56a6182d9508174e74eb1.jpg,0.393,0.534,0.794,0.504,0.069,7
curvelanes,curvelanes_valid_041151b55ebb0e5d209ab30c1c963c21.jpg,0.48,0.432,0.671,0.645,0.025,7
curvelanes,curvelanes_valid_0415d1f1d6c108416eaa33f074286504.jpg,0.429,0.532,0.749,0.605,0.021,5
curvelanes,curvelanes_valid_0437c9fc9c97204648aa329f395600a4.jpg,0.692,0.612,0.559,0.601,0.018,3
curvelanes,curvelanes_valid_043d1e30d9e65ec29dcd76e8a49b6c75.jpg,0.505,0.829,0.729,0.513,0.036,5
curvelanes,curvelanes_valid_0440e375bf6a2e46b0c011a3facacd0d.jpg,0.543,0.308,0.765,0.645,0.022,5
curvelanes,curvelanes_valid_044ec4210fb38a566dd54f0b19b32d87.jpg,0.367,0.731,0.678,0.627,0.024,3
curvelanes,curvelanes_valid_044f2b1bd0290dcc47dc92a1d6e0291f.jpg,0.544,0.662,0.62,0.594,0.056,5
curvelanes,curvelanes_valid_04853765076c1165447c8c0daf89b4ff.jpg,0.604,0.432,0.602,0.635,0.021,4
curvelanes,curvelanes_valid_04d1570c99436445cbdc2bdbb7dcff23.jpg,0.359,0.999,0.697,0.636,0.07,5
curvelanes,curvelanes_valid_0512b3f2c202b557a9e831873f8c0982.jpg,0.726,0.721,0.663,0.638,0.022,5
curvelanes,curvelanes_valid_0540b83b8e37ed3b122b87a8f20e9972.jpg,0.841,1,0.802,0.473,0.019,5
curvelanes,curvelanes_valid_05590b996e3d7620ca77f6e01f423566.jpg,0.672,0.487,0.693,0.61,0.021,3
curvelanes,curvelanes_valid_0561f9c36b7567d28b11cb94efaa0720.jpg,0.617,0.595,0.739,0.485,0.03,6
curvelanes,curvelanes_valid_0563d67484b0d0daf4da10508e23223d.jpg,0.628,0.534,0.615,0.692,0.02,4
curvelanes,curvelanes_valid_056a3ec12604b62c35577c9244dbe0c8.jpg,0.598,0.67,0.728,0.591,0.034,5
curvelanes,curvelanes_valid_0593cbbabd5c945a5885ac9850b5967b.jpg,0.533,0.615,0.613,0.62,0.018,5
curvelanes,curvelanes_valid_05a30636f1ef6f5ea1808df3e478752d.jpg,0.477,0.389,0.771,0.687,0.022,5
curvelanes,curvelanes_valid_05a500f0f44f93edeea7faacb8c5d47a.jpg,0.261,0.381,0.607,0.719,0.017,4
curvelanes,curvelanes_valid_05ac17aaa657dee5e198857faa4857a3.jpg,0.274,0.976,0.676,0.606,0.037,4
curvelanes,curvelanes_valid_05b58f816fa69b1ae320c45c54df9002.jpg,0.121,1,0.648,0.739,0.064,2
curvelanes,curvelanes_valid_05de1d56c87a7372879bd700a6f61f29.jpg,0.318,0.306,0.714,0.62,0.016,5
curvelanes,curvelanes_valid_05e7d7bbc19ff921ad38240ac55561a6.jpg,0.665,0.753,0.518,0.615,0.025,3
curvelanes,curvelanes_valid_05fd417ba1d7d5820f7d9555c2a5f235.jpg,0.384,0.763,0.654,0.642,0.039,7
curvelanes,curvelanes_valid_060291ae4e40056fe3281f80d56e339e.jpg,0.238,1,0.721,0.599,0.017,4
curvelanes,curvelanes_valid_065dd3df19478c0b1eb3ed5661ad0d10.jpg,1,0.588,0.814,0.482,0.033,7
curvelanes,curvelanes_valid_06684e36ffe240bd0a7c29787b227ef8.jpg,0.793,0.706,0.722,0.647,0.027,7
curvelanes,curvelanes_valid_0681a7699efa1ff52de679c982d8c704.jpg,0.091,0.835,0.726,0.605,0.012,5
curvelanes,curvelanes_valid_06b25277a46ca41ae50cf0e14988233d.jpg,0.832,0.368,0.858,0.565,0.047,5
curvelanes,curvelanes_valid_06ca30d0e132a8e53979aabee1fa5567.jpg,0.707,0.654,0.626,0.585,0.009,3
curvelanes,curvelanes_valid_06f76be60f54dcb7a5fba5063cb6a249.jpg,0.738,0.845,0.723,0.47,0.047,4
curvelanes,curvelanes_valid_07189d24d1c63049cde157c9f9e8569f.jpg,0.359,1,0.647,0.612,0.018,5
curvelanes,curvelanes_valid_071940c3c0f49d6d95a2ad47a61f0cf7.jpg,0.348,0.274,0.715,0.606,0.045,3
curvelanes,curvelanes_valid_0749541fe53196a932358a3380d68be7.jpg,0.675,0.909,0.776,0.532,0.025,6
curvelanes,curvelanes_valid_079409d0d659b2b402893cd50978ef12.jpg,0.654,0.513,0.837,0.524,0.027,4
curvelanes,curvelanes_valid_07b064c3abed9ca4ed50eaffee9804f7.jpg,0.45,1,0.721,0.542,0.036,6
curvelanes,curvelanes_valid_07c882865c702f557b07951d45e858c2.jpg,0.609,0.443,0.767,0.527,0.009,6
curvelanes,curvelanes_valid_07cd7319e8624bcec5e7e974ffbeaeff.jpg,0.618,0.645,0.644,0.595,0.05,5
curvelanes,curvelanes_valid_07da16ad4b208ce02652d9afc7f8a17e.jpg,0.625,0.733,0.721,0.575,0.047,7
curvelanes,curvelanes_valid_08229baf343387d6f1849e93b7a64b4d.jpg,0.813,0.41,0.742,0.571,0.02,5
curvelanes,curvelanes_valid_082611ce157878da9a5d6292985fb1c9.jpg,0.751,0.312,0.584,0.623,0.02,8
curvelanes,curvelanes_valid_085511d7be2eb9d3c69d2a54051ac31c.jpg,0.747,0.419,0.713,0.608,0.062,5
curvelanes,curvelanes_valid_08d453bd60dce13c7b0939d4867a52c7.jpg,1,0.411,0.651,0.65,0.048,4
curvelanes,curvelanes_valid_08dd7e734d4333cce86768ecfe5115a9.jpg,0.248,1,0.711,0.566,0.057,5
curvelanes,curvelanes_valid_091ea0e8e796c44e0f76b4ccec8c4950.jpg,0.49,0.586,0.705,0.647,0.017,5
curvelanes,curvelanes_valid_0924af0684f5ec8c24e8e5428de9302a.jpg,0.532,0.568,0.671,0.601,0.009,4
curvelanes,curvelanes_valid_0938dfe43c0f3172cb2fa41843fee06d.jpg,0.474,0.738,0.802,0.636,0.026,5
curvelanes,curvelanes_valid_094f124e957db60c896d0dd9cef8399b.jpg,0.481,0.644,0.593,0.63,0.039,4
curvelanes,curvelanes_valid_09980f812935440655009bdbe74575f2.jpg,0.783,0.58,0.697,0.641,0.059,4
curvelanes,curvelanes_valid_099900bdd9a0903cd5956e23f873ae2c.jpg,0.769,0.447,0.631,0.638,0.027,3
curvelanes,curvelanes_valid_09ffda6d9461c269d3010a5c7fdcace1.jpg,0.554,0.979,0.78,0.655,0.026,5
curvelanes,curvelanes_valid_0a1a66f36fa0d61c41f26216da888e6b.jpg,0.724,0.527,0.777,0.544,0.033,3
curvelanes,curvelanes_valid_0a5d0bd0c01e1c44fe1ff798df4bb607.jpg,0.899,0.568,0.78,0.435,0.028,5
curvelanes,curvelanes_valid_0a74a79d24b281114b85e56f539fa538.jpg,0.54,0.35,0.608,0.653,0.037,6
curvelanes,curvelanes_valid_0a8eaa06a6b920fd9baa553c791f6bbd.jpg,0.512,0.665,0.696,0.519,0.024,6
curvelanes,curvelanes_valid_0abd2f36f18f658dba9e52374bcef04d.jpg,0.225,0.435,0.732,0.624,0.094,4
curvelanes,curvelanes_valid_0adc3cfb562e7f58cbc6d76ab7af2411.jpg,0.688,0.517,0.815,0.607,0.038,5
curvelanes,curvelanes_valid_0af16c4311dd7fad908c6fe2fb8bf4bb.jpg,0.417,0.4,0.701,0.675,0.004,1
curvelanes,curvelanes_valid_0af1f5d545fdc548313821b889d89f2a.jpg,0.056,0.298,0.802,0.758,0.019,5
curvelanes,curvelanes_valid_0b1fefd145a230e8b5200729ff210b3f.jpg,0.29,0.5,0.752,0.63,0.042,5
curvelanes,curvelanes_valid_0b268e02e63ee8703ab6ba3cbb6e591f.jpg,0.356,0.501,0.672,0.568,0.023,3
curvelanes,curvelanes_valid_0b46548e5235032dee4935f238f5fb82.jpg,0.797,0.482,0.568,0.583,0.022,6
curvelanes,curvelanes_valid_0b5cd8982717387e615e307b65a2e594.jpg,0.441,0.352,0.583,0.584,0.037,3
curvelanes,curvelanes_valid_0b68ad82569190933a0c2330388d31e7.jpg,0.174,0.348,0.772,0.704,0.058,3
curvelanes,curvelanes_valid_0b6ffdf22770a4fc0b6464c8f383eed7.jpg,0.333,1,0.76,0.657,0.021,5
curvelanes,curvelanes_valid_0bb31c94a8855724fa60384859228ca0.jpg,0.333,1,0.675,0.567,0.043,7
curvelanes,curvelanes_valid_0bc8a2a9de23509055345b4cd9239286.jpg,0.399,0.723,0.668,0.653,0.029,5
curvelanes,curvelanes_valid_0c12fc29b242cd6e83a91929712569e6.jpg,0.82,0.29,0.512,0.608,0.024,3
curvelanes,curvelanes_valid_0c33240ff3c16702024bd5c4dfdf80fc.jpg,0.922,0.597,0.513,0.574,0.048,6
curvelanes,curvelanes_valid_0c3404cbd52f1543c729ba619485d118.jpg,0.079,1,0.708,0.584,0.035,3
curvelanes,curvelanes_valid_0c4f944559f1756e75802f4e37360fdc.jpg,0.995,0.557,0.859,0.444,0.069,6
curvelanes,curvelanes_valid_0c71651b2258cac57793a395b690554f.jpg,0.365,0.957,0.696,0.658,0.018,5
curvelanes,curvelanes_valid_0ca6442ea6577dfbab254eea0c1630e6.jpg,0.187,0.996,0.557,0.724,0.028,4
curvelanes,curvelanes_valid_0ca6773c7968a9400b2039b78899bd4d.jpg,0.61,1,0.642,0.501,0.039,3
curvelanes,curvelanes_valid_0cb30760018a3420c579bc8a455e924c.jpg,0.34,1,0.798,0.603,0.042,7
curvelanes,curvelanes_valid_0cbc018735adda6fae4b0e7b5db38369.jpg,0.45,0.232,0.778,0.631,0.029,2
curvelanes,curvelanes_valid_0cc437db843058cfcd127726e40c4ad4.jpg,0.439,0.635,0.51,0.655,0.032,6
curvelanes,curvelanes_valid_0d0e2f627d842d02ce1da1d0519dc624.jpg,0.273,0.671,0.635,0.652,0.051,7
curvelanes,curvelanes_valid_0d199f7dfaab7a7fb5afcf57256bb27e.jpg,0.614,0.838,0.639,0.58,0.031,6
curvelanes,curvelanes_valid_0d20e2c9d5ab46c1eeec01627f7d99b7.jpg,0.656,1,0.659,0.571,0.009,6
curvelanes,curvelanes_valid_0d445ca29befb045cc2c71fb822d31c4.jpg,0.64,0.424,0.748,0.5,0.025,4
curvelanes,curvelanes_valid_0d613b20c102a87da02f6eaacb9b9482.jpg,0.635,0.506,0.777,0.538,0.016,6
curvelanes,curvelanes_valid_0d8fb86c5ac08a7061952bc19e6f4f85.jpg,0.622,0.593,0.464,0.603,0.017,5
curvelanes,curvelanes_valid_0dd9c7b0cd8f2a4be89ed6bcc7558fc8.jpg,0.555,1,0.664,0.544,0.044,6
curvelanes,curvelanes_valid_0df2245f6200ba35ccfd55a5f2d9401d.jpg,0.625,0.427,0.214,0.574,0.04,2
curvelanes,curvelanes_valid_0df469d4982587cf874dc5480eebc671.jpg,0.301,0.417,0.646,0.628,0.053,5
curvelanes,curvelanes_valid_0e38363b4bd70fbe52680336145370a2.jpg,0.829,0.518,0.605,0.458,0.041,3
curvelanes,curvelanes_valid_0e3ebdee09b36e40bcbb7bf3ba672238.jpg,0.37,0.483,0.829,0.622,0.058,3
curvelanes,curvelanes_valid_0e5d360438361e4af9d9f8162ce89074.jpg,0.966,0.551,0.658,0.576,0.023,5
curvelanes,curvelanes_valid_0e9a28d5757fc48fc4c7b56e4d8ce51e.jpg,0.835,0.49,0.669,0.587,0.024,3
curvelanes,curvelanes_valid_0ea0ea4883b488fe5d80e0350e98abb4.jpg,0.323,1,0.686,0.526,0.032,5
curvelanes,curvelanes_valid_0eaa8d88f3bb24d19b001110759cde26.jpg,0.874,0.512,0.805,0.498,0.027,3
curvelanes,curvelanes_valid_0eb0872bc4b88c3c6fc6be2c863f4d89.jpg,0.598,0.892,0.617,0.616,0.048,5
curvelanes,curvelanes_valid_0ec59ddb96d566f798b87c054d0ce23a.jpg,0.64,0.362,0.607,0.711,0.051,5
curvelanes,curvelanes_valid_0ed4087c0c5b53b22db682c5c6f48245.jpg,0.744,0.356,0.736,0.62,0.022,3
curvelanes,curvelanes_valid_0edc6085fcf82867e613d2b65ddb12c0.jpg,0.548,0.84,0.796,0.63,0.032,3
curvelanes,curvelanes_valid_0ee8c83be0d60d9052b6c3c4c4448ec5.jpg,0.76,0.406,0.531,0.67,0.022,3
curvelanes,curvelanes_valid_0f0462c358babd382858c4d2c28ad6c9.jpg,0.787,0.437,0.758,0.581,0.018,8
curvelanes,curvelanes_valid_0f0f45b0ef9895f7a9e1baf6d4fe339c.jpg,0.869,0.312,0.616,0.668,0.049,4
curvelanes,curvelanes_valid_0f1579365c6192fe111a73d7cc712f03.jpg,0.481,0.422,0.777,0.612,0.017,6
curvelanes,curvelanes_valid_0f17ba86735fe1898503d5e119cc5efe.jpg,0.227,1,0.785,0.599,0.031,5
curvelanes,curvelanes_valid_0f1cb4d95d7ddb447790bdfb63775b72.jpg,0.83,0.398,0.712,0.433,0.033,5
curvelanes,curvelanes_valid_0f3e0337a15b03b1e8287111192a0240.jpg,0.416,0.482,0.516,0.629,0.013,6
curvelanes,curvelanes_valid_0f7acc9c7f237083101029a5e27b88dd.jpg,0.878,0.444,0.668,0.558,0.025,5
curvelanes,curvelanes_valid_0fa05ef24c3a44864d568aead6ece0ee.jpg,0.173,1,0.832,0.56,0.033,3
curvelanes,curvelanes_valid_0fad5f85d1999c08633a19f947bee676.jpg,0.306,1,0.659,0.611,0.025,5
curvelanes,curvelanes_valid_0fc1b32842502047109b95d90a586b79.jpg,0.067,1,0.798,0.769,0.025,5
curvelanes,curvelanes_valid_0febfb6b675ffa8efd5ed0f9c82630d0.jpg,0.762,0.417,0.719,0.62,0.04,5
curvelanes,curvelanes_valid_1016cabea20d50150a44be1115d78b90.jpg,0.353,0.946,0.694,0.61,0.024,4
curvelanes,curvelanes_valid_104716d83dec3dac334ac12f718c5e1a.jpg,0.155,0.708,0.783,0.651,0.121,3
curvelanes,curvelanes_valid_104bc4b1daaebdf826238f02f3013fb4.jpg,0.957,0.65,0.747,0.524,0.091,6
curvelanes,curvelanes_valid_10583d60b4dfd497375a5dfcc279d5ed.jpg,0.202,1,0.684,0.567,0.109,5
curvelanes,curvelanes_valid_106399aa9caf3b7450314a7b60b75fdb.jpg,0.289,0.264,0.667,0.65,0.027,3
curvelanes,curvelanes_valid_10683e891a4763fe8833fd9ee68df3d4.jpg,0.786,0.518,0.27,0.522,0.034,4
curvelanes,curvelanes_valid_108ab8a0fb650ec52215e6987d49547c.jpg,0.462,1,0.654,0.534,0.019,5
curvelanes,curvelanes_valid_10900848a1e3fa973a730e97e1354da5.jpg,0.937,0.346,0.717,0.613,0.033,5
curvelanes,curvelanes_valid_10c0217b56023173da04ec0aa317c97d.jpg,0.303,0.644,0.653,0.667,0.021,3
curvelanes,curvelanes_valid_10d2ffafd5e5dc94c8ebae1b4a949bf7.jpg,0.787,0.436,0.484,0.618,0.024,3
curvelanes,curvelanes_valid_1116ae2dc236da8e331f7d35e832b05d.jpg,0.173,0.828,0.645,0.642,0.024,3
curvelanes,curvelanes_valid_11355675fdc49a141aad63e95c36fd27.jpg,0.185,1,0.748,0.603,0.019,4
curvelanes,curvelanes_valid_113a8a624f5d76ff17feb7d007cbc21b.jpg,0.561,1,0.593,0.586,0.01,5
curvelanes,curvelanes_valid_114990314e89e0a8e90764b394bbb3e8.jpg,0.604,0.539,0.712,0.609,0.025,6
